190456	151	22238483
190456	151	22239083
190456	151	22239371
190456	151	22243013
190456	151	22243360
190456	151	22245821
190456	151	22252524
190456	151	22252744
190456	151	22255500
190456	151	22257293
190456	151	22257923
190456	151	22259212
190456	151	22259290
190456	151	22260113
190456	151	22272643
190456	151	22272983
190456	151	22273307
190456	151	22274698
190456	151	22279922
190456	151	22291683
190456	151	22296135
190456	151	22297384
190456	151	22297420
190456	151	22300041
190456	151	22303019
190456	151	22303465
190456	151	22304116
190456	151	22310545
190456	151	22314533
190456	151	22316304
190456	151	22316919
190456	151	22321042
190456	151	22321193
190456	151	22321975
190456	151	22325926
190456	151	22328219
190456	151	22331451
190456	151	22332122
190456	151	22334783
190456	151	22335359
190456	151	22335869
190456	151	22341912
190456	151	22343195
190456	151	22343304
190456	151	22347492
190456	151	22348822
190456	151	22352553
190456	151	22355062
190456	151	22356636
190456	151	22356876
190456	151	22361935
190456	151	22366453
190456	151	22367076
190456	151	22370176
190456	151	22370746
190456	151	22370782
190456	151	22371604
190456	151	22373004
190456	151	22373087
190456	151	22373151
190456	151	22373173
190456	151	22373810
190456	151	22376768
190456	151	22378739
190456	151	22381546
190456	151	22381990
190456	151	22386013
190456	151	22389681
190456	151	22391394
190456	152	22399523
190456	152	22403008
190456	152	22405109
190456	152	22405506
190456	152	22409539
190456	152	22416721
190456	152	22423009
190456	152	22423447
190456	152	22429794
190456	152	22430521
190456	152	22435212
190456	152	22438428
190456	152	22444239
190456	152	22449929
190456	152	22452415
190456	152	22454339
190456	152	22455273
190456	152	22455640
190456	152	22456658
190456	152	22457514
190456	152	22459099
190456	152	22460948
190456	152	22462484
190456	152	22465847
190456	152	22468760
190456	152	22472099
190456	152	22479232
190456	152	22487343
190456	152	22491590
190456	152	22493893
190456	152	22496058
190456	152	22497225
190456	152	22499708
190456	152	22500453
190456	152	22501922
190456	152	22502857
190456	152	22503749
190456	152	22504209
190456	152	22506870
190456	152	22507232
190456	152	22509334
190456	152	22509982
190456	152	22515643
190456	152	22516980
190456	152	22517576
190456	152	22518569
190456	152	22522351
190456	152	22522965
190456	152	22523945
190456	152	22525559
190456	152	22526881
190456	152	22529894
190456	152	22530087
190456	152	22534714
190456	152	22537615
190456	152	22539166
190456	152	22546324
190456	152	22546779
190456	152	22551659
190456	152	22553442
190456	152	22554780
190456	152	22561151
190456	152	22563020
190456	152	22564623
190456	152	22566978
190456	152	22567345
190456	152	22572952
190456	152	22574342
190456	152	22574554
190456	152	22576724
190456	152	22577169
190456	152	22578509
190456	152	22580086
190456	152	22581442
190456	152	22582173
190456	152	22584753
190456	152	22585033
190456	152	22586844
190456	152	22589665
190456	152	22595026
190456	152	22596880
190456	152	22598896
190456	152	22599396
190456	152	22600245
190456	152	22603132
190456	152	22603562
190456	152	22604394
190456	152	22605592
190456	152	22607638
190456	152	22613136
190456	152	22613435
190456	152	22615405
190456	152	22619640
190456	152	22620436
190456	152	22620748
190456	152	22620769
190456	152	22627003
190456	152	22629917
190456	152	22630352
190456	152	22635789
190456	152	22636746
190456	152	22637584
190456	152	22638418
190456	152	22646125
190456	152	22648680
190456	152	22650983
190456	152	22651602
190456	152	22652497
190456	152	22653065
190456	152	22655796
190456	152	22661283
190456	152	22661520
190456	152	22664127
190456	152	22664518
190456	152	22668397
190456	152	22671439
190456	152	22672234
190456	152	22674815
190456	153	22682264
190456	153	22682472
190456	153	22682503
190456	153	22682526
190456	153	22683047
190456	153	22689943
190456	153	22691225
190456	153	22691798
190456	153	22698083
190456	153	22698683
190456	153	22701623
190456	153	22706468
190456	153	22706981
190456	153	22707688
190456	153	22707808
190456	153	22709995
190456	153	22716846
190456	153	22717045
190456	153	22728971
190456	153	22732157
190456	153	22734117
190456	153	22739266
190456	153	22740723
190456	153	22744552
190456	153	22744639
190456	153	22748589
190456	153	22749690
190456	153	22751269
190456	153	22753995
190456	153	22763729
190456	153	22767764
190456	153	22767900
190456	153	22770554
190456	153	22774127
190456	153	22774299
190456	153	22774545
190456	153	22777200
190456	153	22777789
190456	153	22778594
190456	153	22782624
190456	153	22783063
190456	153	22789231
190456	153	22789605
190456	153	22791629
190456	153	22793138
190456	153	22793209
190456	153	22793998
190456	153	22798766
190456	153	22802032
190456	153	22808675
190456	153	22809004
190456	153	22813220
190456	153	22816203
190456	153	22817340
190456	153	22818200
190456	153	22819813
190456	153	22821281
190456	153	22821901
190456	153	22823431
190456	153	22824152
190456	153	22825470
190456	153	22825912
190456	153	22828707
190456	153	22829191
190456	153	22830382
190456	153	22830535
190456	153	22831647
190456	153	22833372
190456	153	22836454
190456	153	22838657
190456	153	22839366
190456	153	22839519
190456	153	22840572
190456	153	22841367
190456	153	22842076
190456	153	22846746
190456	153	22847188
190456	153	22854414
190456	153	22855520
190456	153	22856667
190456	153	22858457
190456	153	22862599
190456	153	22864750
190456	153	22864753
190456	153	22870730
190456	153	22872445
190456	153	22872615
190456	153	22876553
190456	153	22877482
190456	153	22880214
190456	153	22885380
190456	153	22887435
190456	153	22888223
190456	153	22891073
190456	153	22891467
190456	153	22896823
190456	153	22898601
190456	153	22900180
190456	153	22901592
190456	153	22902693
190456	153	22902781
190456	153	22903031
190456	153	22908170
190456	153	22910062
190456	153	22911684
190456	153	22911775
190456	153	22912206
190456	153	22914077
190456	153	22915124
190456	153	22916939
190456	153	22920382
190456	153	22920926
190456	153	22922106
190456	153	22924356
190456	153	22924896
190456	153	22924908
190456	153	22928984
190456	153	22934349
190456	153	22935457
190456	153	22935533
190456	153	22937339
190456	153	22941803
190456	153	22942897
190456	153	22954050
190456	153	22954962
190456	153	22956032
190456	154	22968526
190456	154	22971529
190456	154	22973633
190456	154	22974374
190456	154	22980321
190456	154	22980628
190456	154	22980970
190456	154	22982569
190456	154	22986413
190456	154	22989658
190456	154	22990926
190456	154	22991426
190456	154	22992026
190456	154	22993261
190456	154	22993636
190456	154	22994053
190456	154	22994808
190456	154	23000794
190456	154	23004889
190456	154	23005274
190456	154	23005341
190456	154	23007558
190456	154	23008358
190456	154	23009060
190456	154	23009435
190456	154	23010104
190456	154	23010717
190456	154	23011209
190456	154	23011859
190456	154	23012046
190456	154	23013743
190456	154	23017768
190456	154	23019272
190456	154	23019729
190456	154	23020645
190456	154	23023007
190456	154	23023373
190456	154	23024846
190456	154	23027770
190456	154	23027969
190456	154	23030753
190456	154	23031307
190456	154	23031426
190456	154	23032397
190456	154	23033527
190456	154	23033887
190456	154	23035307
190456	154	23035438
190456	154	23041054
190456	154	23043891
190456	154	23045275
190456	154	23048296
190456	154	23048353
190456	154	23048811
190456	154	23050114
190456	154	23061547
190456	154	23066150
190456	154	23067699
190456	154	23068894
190456	154	23070491
190456	154	23071415
190456	154	23076087
190456	154	23086191
190456	154	23086406
190456	154	23093207
190456	154	23097405
190456	154	23098466
190456	154	23100120
190456	154	23102120
190456	154	23103255
190456	154	23112938
190456	154	23113477
190456	154	23114767
190456	154	23114897
190456	154	23114945
190456	154	23124961
190456	154	23127834
190456	154	23128008
190456	154	23130815
190456	154	23132027
190456	154	23132432
190456	154	23142787
190456	154	23142866
190456	154	23143155
190456	154	23145015
190456	154	23159587
190456	154	23162775
190456	154	23163454
190456	154	23166941
190456	154	23169161
190456	154	23170935
190456	154	23173250
190456	154	23173289
190456	154	23178269
190456	154	23178335
190456	154	23181551
190456	154	23181819
190456	154	23183469
190456	154	23183500
190456	154	23191549
190456	154	23194904
190456	154	23195668
190456	154	23195909
190456	154	23199721
190456	154	23201629
190456	154	23201943
190456	154	23204206
190456	154	23205738
190456	154	23206422
190456	154	23211090
190456	154	23211349
190456	154	23212058
190456	154	23213558
190456	154	23213800
190456	154	23214884
190456	154	23216674
190456	154	23219541
190456	154	23220277
190456	154	23221618
190456	154	23231942
190456	154	23236048
190456	154	23236143
190456	154	23237470
190456	154	23238929
190456	154	23240196
190456	155	23249075
190456	155	23252815
190456	155	23252968
190456	155	23273932
190456	155	23274074
190456	155	23277783
190456	155	23278340
190456	155	23278758
190456	155	23281343
190456	155	23281643
190456	155	23283275
190456	155	23285229
190456	155	23287745
190456	155	23291538
190456	155	23293684
190456	155	23295373
190456	155	23295563
190456	155	23295817
190456	155	23296835
190456	155	23298298
190456	155	23302637
190456	155	23307010
190456	155	23309095
190456	155	23309768
190456	155	23312409
190456	155	23321433
190456	155	23321720
190456	155	23322265
190456	155	23323180
190456	155	23325331
190456	155	23327472
190456	155	23329186
190456	155	23330837
190456	155	23332162
190456	155	23332593
190456	155	23335028
190456	155	23336143
190456	155	23337680
190456	155	23339274
190456	155	23340615
190456	155	23342292
190456	155	23343440
190456	155	23343909
190456	155	23345461
190456	155	23347593
190456	155	23350701
190456	155	23351566
190456	155	23353310
190456	155	23353770
190456	155	23354008
190456	155	23358272
190456	155	23360680
190456	155	23361845
190456	155	23368967
190456	155	23370725
190456	155	23370996
190456	155	23379304
190456	155	23380550
190456	155	23380626
190456	155	23385602
190456	155	23385829
190456	155	23387459
190456	155	23391577
190456	155	23392800
190456	155	23395301
190456	155	23396301
190456	155	23397245
190456	155	23399128
190456	155	23403614
190456	155	23405643
190456	155	23406723
190456	155	23406949
190456	155	23411280
190456	155	23412677
190456	155	23420169
190456	155	23423121
190456	155	23423894
190456	155	23427593
190456	155	23429021
190456	155	23430849
190456	155	23435109
190456	155	23438775
190456	155	23439608
190456	155	23442553
190456	155	23443029
190456	155	23448061
190456	155	23450386
190456	155	23454377
190456	155	23455281
190456	155	23458584
190456	155	23459250
190456	155	23459828
190456	155	23460091
190456	155	23463663
190456	155	23467572
190456	155	23469905
190456	155	23471385
190456	155	23473847
190456	155	23476504
190456	155	23478628
190456	155	23481161
190456	155	23481818
190456	155	23485334
190456	155	23485362
190456	155	23491839
190456	155	23493734
190456	155	23495320
190456	155	23500467
190456	155	23502687
190456	155	23503059
190456	155	23503232
190456	155	23505696
190456	155	23508713
190456	155	23510181
190456	155	23514243
190456	155	23516038
190456	155	23518044
190456	155	23520277
